Link,URL
370 Stoneridge Ln¹,"San Francisco, CA, 94134",Neighborhood: Crocker Amazon,"2 bd, 2 ba","$639,000",2,"$1,199 + $169 (HOA)","$6,934","$31,950","This beautiful bright corner condo features 2 spacious bedrooms (1 Master Suite with wall-mounted shelf and large walk-in closet), 2 nice baths, remodeled kitchen with stainless steel appliances, Quartz countertops, and porcelain tile flooring. Both living room and dining area have luxurious Oak laminate flooring, in-unit laundry area plus storage, a private patio, double-paned windows, and 1 car garage parking with storage rack.    This beauty is located in a very desirable gated community with low monthly HOA Fee ($337 / month), which includes water and common area maintenance. Close to McLaren Park/Golf Course, Crocker Amazon Playground/Soccer Fields, and MUNI Bus lines #8, #8BX (front building). Easy access to HWY 280, 101 and more.","Listing provided by Karen A Mai, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324235
