urls,Address,City-State-Zip,Neighborhood,Property-type,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url
https://app.realtaasa.com/homes/property/CA/San-Francisco/28-Redondo-St-94124/dc2244d11afe8ac9350a,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/370-Stoneridge-Ln-94134/eb8fb9e16fd29afafe8d,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/8300-Oceanview-Ter-205-94132/c19e70891e35e418b4a5,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/678-Moscow-St-94112/bf0956250a33ad599441,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/1891-48th-Ave-94122/2973015c3b0be53d65d4,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/104-Trumbull-St-94112/cbde3d1de7dcf17b64b2,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/1514-Quesada-Ave-94124/b1f05c3969e9c4d940d5,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/215-Red-Rock-Way-J204-94131/ae59be2c36c37b73fa3c,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/875-La-Playa-St-383-94121/71aabf10d2f48c5eb0e4,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/874-Silver-Ave-94134/c1d8391215af65209f43,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/227-Panorama-Dr-94131/3d7364c4cf010a9dbddf,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/167-Vienna-St-94112/288959a55ebb1c546f9e,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/519-Garfield-St-94132/2ed79b4698ceebfaac4e,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/2247-45th-Ave-94116/8646f53abf67964e4435,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/1884-Bush-St-94109/f2d84a8186f7d3e18ea6,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/747-Lyon-St-2-94115/1171b56211e0d64c196f,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/1215-Kirkham-St-94122/d117505e6e4a94fcebef,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/619-Haight-St-94117/85cf9b0e2eeba8a2c128,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/50-Jerrold-Ave-409-94124/99a7b047a42042f90911,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/3861-25th-St-94114/ec718460ae5da718a32c,,,,,,,,,,,,,
https://app.realtaasa.com/homes/property/CA/San-Francisco/1117-Alabama-St-A-94110/fcb7b36490cf11827406,,,,,,,,,,,,,
